entity_key,class_name,display_name,package,module,extends,abstract,entity,schema,table,photo_adapter_required,existing_actions,custom_action_candidates,eligibility,eligibility_reason,source_path
ais.database.model.PenjelasanBankSoal,PenjelasanBankSoal,Penjelasan Bank Soal,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,penjelasan_bank_soal,False,ais\action\master\PenjelasanBankSoalAction.java,onEvent|onAddExternal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PenjelasanBankSoal.java
ais.database.model.PenugasanDosenMengajar,PenugasanDosenMengajar,Penugasan Dosen Mengajar,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,penugasan_dosen_mengajar,False,ais\action\master\PenugasanDosenMengajarAction.java|ais\action\master\bkd\PenugasanDosenMengajarAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PenugasanDosenMengajar.java
ais.database.model.PenumumanWebsite,PenumumanWebsite,Penumuman Website,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,penumuman_website,False,ais\action\master\PenumumanWebsiteAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PenumumanWebsite.java
ais.database.model.PenunjangKinerjaDosen,PenunjangKinerjaDosen,Penunjang Kinerja Dosen,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,penunjang_kinerja_dosen,False,ais\action\master\bkd\PenunjangKinerjaDosenAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PenunjangKinerjaDosen.java
ais.database.model.PerformaLog,PerformaLog,Performa Log,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,performa_log,False,ais\action\master\PerformaLogAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Log; mempunyai aksi khusus existing,ais\database\model\PerformaLog.java
ais.database.model.PerguruanTinggi,PerguruanTinggi,Perguruan Tinggi,ais.database.model,root,ais.database.model.VoKunci,False,True,public,perguruan_tinggi,True,ais\action\master\PerguruanTinggiAction.java,onEvent,REVIEW_REQUIRED,membutuhkan adapter foto; mempunyai aksi khusus existing,ais\database\model\PerguruanTinggi.java
ais.database.model.PerguruanTinggiLain,PerguruanTinggiLain,Perguruan Tinggi Lain,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,perguruan_tinggi_lain,False,ais\action\master\PerguruanTinggiLainAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PerguruanTinggiLain.java
ais.database.model.Perkuliahan,Perkuliahan,Perkuliahan,ais.database.model,root,ais.database.model.VOPembelajaran,False,True,public,perkuliahan,False,ais\action\master\PerkuliahanAction.java,onStatistik|onRekapDosen|onTampilRekapiLaporanDosenPembinaMahasiswa|onJadwalRemedial|onEvent|onEkstrakurikuler|onJadwalSp|onPraPerkuliahan|onPerkuliahanUmum|onTampilDaftarHadirDosen|onTampilJadwalDosenMengajar|onTampiliLaporanDosenPembinaMahasiswa|onTampiliLaporanDosenPembinaMatakuliah|onTampilLaporanJadwalPerkuliahanPerRuangan|onTampilLaporanJadwalPerkuliahanPerMatakuliah|onTampilLaporanJadwalPerkuliahanPerSemester|onSebaranJadwal|onJmlSKSDosen|onJmlSKSDosenPerMatakuliah|onTampilLaporanCoverAbsensi|onTampilLaporanAbsensi|onTampiliLaporanJadwalPerkuliahan|onJadwalPerkuliahanPerDosen|onMasaPerkuliahan|onJadwalPerkuliahanPerAsisten|onToggleAktifPenjadwalan|onInitJadwalKurikulum|onCetakLaporanDosenPembinaMatakuliah|onCopyPerkuliahan|onDeletePerkuliahan|onBersihkanPerkuliahan,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Perkuliahan.java
ais.database.model.PersyaratanPilihanPaket,PersyaratanPilihanPaket,Persyaratan Pilihan Paket,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,persyaratan_pilihan_paket,False,ais\action\master\PersyaratanPilihanPaketAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PersyaratanPilihanPaket.java
ais.database.model.Pertemuan,Pertemuan,Pertemuan,ais.database.model,root,ais.database.model.Tugas,False,True,public,pertemuan,True,ais\action\maintenance\PertemuanAction.java|ais\action\master\PertemuanAction.java,onTampilPanelIkut|onRekapPertemuanPerkuliahan|onKegiatanMahasiswa|onPerkuliahanSp|onEkstrakurikuler|onParameterPertemuanPerkuliahan|onPraPerkuliahan|onDownloadLampiran|onEvent|onJadwalRemedial,REVIEW_REQUIRED,membutuhkan adapter foto; mempunyai aksi khusus existing,ais\database\model\Pertemuan.java
ais.database.model.PesanRuangan,PesanRuangan,Pesan Ruangan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,pesan_ruangan,False,ais\action\master\PesanRuanganAction.java,onEvent|onAddExternal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PesanRuangan.java
ais.database.model.PesertaUjian,PesertaUjian,Peserta Ujian,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,peserta_ujian,False,ais\action\master\helper\PesertaUjianAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PesertaUjian.java
ais.database.model.Pkl,Pkl,Pkl,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,pkl,False,ais\action\master\PklAction.java,onStatistik|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Pkl.java
ais.database.model.Prefix,Prefix,Prefix,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,prefix,False,ais\action\master\PrefixAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Prefix.java
ais.database.model.PrestasiDosen,PrestasiDosen,Prestasi Dosen,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,prestasi_dosen,False,ais\action\master\PrestasiDosenAction.java,onDasbor|onKategoriPrestasiDosen|onCabangPrestasiDosen|onRekapCabang|onRekapKategori|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PrestasiDosen.java
ais.database.model.PrestasiMahasiswa,PrestasiMahasiswa,Prestasi Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,prestasi_mahasiswa,False,ais\action\master\PrestasiMahasiswaAction.java,onDasbor|onKategoriPrestasiMahasiswa|onCabangPrestasiMahasiswa|onRekapCabang|onRekapKategori|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PrestasiMahasiswa.java
ais.database.model.PrestasiPegawai,PrestasiPegawai,Prestasi Pegawai,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,prestasi_pegawai,False,ais\action\master\PrestasiPegawaiAction.java,onDasbor|onKategoriPrestasiPegawai|onCabangPrestasiPegawai|onRekapCabang|onRekapKategori|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\PrestasiPegawai.java
ais.database.model.Program,Program,Program,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,program,False,ais\action\master\ProgramAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Program.java
ais.database.model.ProgramMahasiswa,ProgramMahasiswa,Program Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,program_mahasiswa,False,ais\action\master\ProgramMahasiswaAction.java,onManajemenString|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\ProgramMahasiswa.java
ais.database.model.Propinsi,Propinsi,Propinsi,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,propinsi,False,ais\action\master\PropinsiAction.java,onEvent|onAddExternal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Propinsi.java
ais.database.model.RangkingIpd,RangkingIpd,Rangking Ipd,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,rangking_ipd,False,ais\action\master\RangkingIpdAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\RangkingIpd.java
ais.database.model.RekeningDosen,RekeningDosen,Rekening Dosen,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,rekening_dosen,False,ais\action\master\RekeningDosenAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\RekeningDosen.java
ais.database.model.RekonsiliasiHostToHost,RekonsiliasiHostToHost,Rekonsiliasi Host To Host,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,rekonsiliasi_host_to_host,False,ais\action\master\RekonsiliasiHostToHostAction.java,onBelumRekonsiliasi|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\RekonsiliasiHostToHost.java
ais.database.model.RencanaTahunAkademik,RencanaTahunAkademik,Rencana Tahun Akademik,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,rencana_tahun_akademik,False,ais\action\master\RencanaTahunAkademikAction.java,onHariLibur|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\RencanaTahunAkademik.java
ais.database.model.Ruang,Ruang,Ruang,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,ruang,False,ais\action\master\RuangAction.java,onFasilitasRuangan|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Ruang.java
ais.database.model.RuangPMB,RuangPMB,Ruang P M B,ais.database.model,root,ais.database.model.sop.DataSop,False,True,public,ruang_pmb,False,ais\action\master\pmb\RuangPMBAction.java,onGaleriFoto|onEvent|onManajemenJadwalUjianPMB|onJenisSeleksi|onJenisPembiayaan|onPaketPMB|onManajemenUjianPMB|onGelombangPMB|onCetakAbsensi|onCetakBau|onCetakAlbum,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\RuangPMB.java
ais.database.model.SatuanKerjaPegawai,SatuanKerjaPegawai,Satuan Kerja Pegawai,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,satuan_kerja_pegawai,False,ais\action\master\SatuanKerjaPegawaiAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SatuanKerjaPegawai.java
ais.database.model.Sertifikat,Sertifikat,Sertifikat,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,sertifikat,False,ais\action\master\SertifikatAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Sertifikat.java
ais.database.model.SkalaKegiatanKedosenan,SkalaKegiatanKedosenan,Skala Kegiatan Kedosenan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,skala_kegiatan_kedosenan,False,ais\action\master\SkalaKegiatanKedosenanAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SkalaKegiatanKedosenan.java
ais.database.model.SkalaKegiatanKemahasiswaan,SkalaKegiatanKemahasiswaan,Skala Kegiatan Kemahasiswaan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,skala_kegiatan_kemahasiswaan,False,ais\action\master\SkalaKegiatanKemahasiswaanAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SkalaKegiatanKemahasiswaan.java
ais.database.model.Skripsi,Skripsi,Skripsi,ais.database.model,root,ais.database.model.VOPembelajaran,False,True,public,skripsi,False,ais\action\master\SkripsiAction.java,onGelombangJadwal|onFormatNilai|onKomponenPenilaian|onJadwal|onTampilSidang|onSidang|onTampilJudisium|onEvent|onDownloadLampiran|onAddExternal|onPrint|onPrintJadwal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Skripsi.java
ais.database.model.Staff,Staff,Staff,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,staff,False,ais\action\master\StaffAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Staff.java
ais.database.model.StatusAwalMahasiswa,StatusAwalMahasiswa,Status Awal Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_awal_mahasiswa,False,ais\action\master\StatusAwalMahasiswaAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusAwalMahasiswa.java
ais.database.model.StatusDomisiliSetelahLulus,StatusDomisiliSetelahLulus,Status Domisili Setelah Lulus,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_domisili_setelah_lulus,False,ais\action\master\StatusDomisiliSetelahLulusAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusDomisiliSetelahLulus.java
ais.database.model.StatusKeluar,StatusKeluar,Status Keluar,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_keluar,False,ais\action\master\StatusKeluarAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusKeluar.java
ais.database.model.StatusKepegawaian,StatusKepegawaian,Status Kepegawaian,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_kepegawaian,False,ais\action\master\StatusKepegawaianAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusKepegawaian.java
ais.database.model.StatusKerjasamaMahasiswa,StatusKerjasamaMahasiswa,Status Kerjasama Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_kerjasama_mahasiswa,False,ais\action\master\StatusKerjasamaMahasiswaAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusKerjasamaMahasiswa.java
ais.database.model.StatusKewajibanBebanDosen,StatusKewajibanBebanDosen,Status Kewajiban Beban Dosen,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_kewajiban_beban_dosen,False,ais\action\master\bkd\StatusKewajibanBebanDosenAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusKewajibanBebanDosen.java
ais.database.model.StatusMatakuliah,StatusMatakuliah,Status Matakuliah,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_matakuliah,False,ais\action\master\StatusMatakuliahAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusMatakuliah.java
ais.database.model.StatusPegawai,StatusPegawai,Status Pegawai,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_pegawai,False,ais\action\master\StatusPegawaiAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusPegawai.java
ais.database.model.StatusPekerjaanSetelahLulus,StatusPekerjaanSetelahLulus,Status Pekerjaan Setelah Lulus,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_pekerjaan_setelah_lulus,False,ais\action\master\StatusPekerjaanSetelahLulusAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusPekerjaanSetelahLulus.java
ais.database.model.StatusPertemuan,StatusPertemuan,Status Pertemuan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_pertemuan,False,ais\action\master\StatusPertemuanAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusPertemuan.java
ais.database.model.StatusSetelahLulus,StatusSetelahLulus,Status Setelah Lulus,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,status_setelah_lulus,False,ais\action\master\StatusSetelahLulusAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\StatusSetelahLulus.java
ais.database.model.SubGrupChecklistPenilaianUmum,SubGrupChecklistPenilaianUmum,Sub Grup Checklist Penilaian Umum,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,sub_grup_checklist_penilaian_umum,False,ais\action\master\SubGrupChecklistPenilaianUmumAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SubGrupChecklistPenilaianUmum.java
ais.database.model.SubReport,SubReport,Sub Report,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,sub_report,False,ais\action\master\SubReportAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Report; mempunyai aksi khusus existing,ais\database\model\SubReport.java
ais.database.model.SumberGaji,SumberGaji,Sumber Gaji,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,sumber_gaji,False,ais\action\master\SumberGajiAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SumberGaji.java
ais.database.model.SyaratUjian,SyaratUjian,Syarat Ujian,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,syarat_ujian,False,ais\action\master\SyaratUjianAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\SyaratUjian.java
ais.database.model.TahapanAtauCapaianPembelajaran,TahapanAtauCapaianPembelajaran,Tahapan Atau Capaian Pembelajaran,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tahapan_atau_capaian_pembelajaran,False,ais\action\master\TahapanAtauCapaianPembelajaranAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TahapanAtauCapaianPembelajaran.java
ais.database.model.TahapanPenyusunanBuku,TahapanPenyusunanBuku,Tahapan Penyusunan Buku,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tahapan_penyusunan_buku,False,ais\action\master\TahapanPenyusunanBukuAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TahapanPenyusunanBuku.java
ais.database.model.TanyaJawab,TanyaJawab,Tanya Jawab,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tanya_jawab,False,ais\action\master\TanyaJawabAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TanyaJawab.java
ais.database.model.Tbmrole,Tbmrole,Tbmrole,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tbmrole,False,ais\action\maintenance\TbmroleAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Tbmrole.java
ais.database.model.Tbmuser,Tbmuser,Tbmuser,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tbmuser,True,ais\action\maintenance\TbmuserAction.java,onEvent|onAddExternal|onDownloadFotoMassal|onUploadFotoMassal,REVIEW_REQUIRED,membutuhkan adapter foto; mempunyai aksi khusus existing,ais\database\model\Tbmuser.java
ais.database.model.TemplateFormatBimbingan,TemplateFormatBimbingan,Template Format Bimbingan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,template_format_bimbingan,False,ais\action\master\TemplateFormatBimbinganAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Temp; mempunyai aksi khusus existing,ais\database\model\TemplateFormatBimbingan.java
ais.database.model.TemplatePerkuliahan,TemplatePerkuliahan,Template Perkuliahan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,template_perkuliahan,False,ais\action\master\TemplatePerkuliahanAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Temp; mempunyai aksi khusus existing,ais\database\model\TemplatePerkuliahan.java
ais.database.model.TemplatePerkuliahanDetail,TemplatePerkuliahanDetail,Template Perkuliahan Detail,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,template_perkuliahan_detail,False,ais\action\master\TemplatePerkuliahanDetailAction.java,onEvent|onSaveCopy,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Temp; mempunyai aksi khusus existing,ais\database\model\TemplatePerkuliahanDetail.java
ais.database.model.TemplateQuery,TemplateQuery,Template Query,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,template_query,False,ais\action\master\TemplateQueryAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Temp; mempunyai aksi khusus existing,ais\database\model\TemplateQuery.java
ais.database.model.TemplateSurat,TemplateSurat,Template Surat,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,template_surat,False,ais\action\master\TemplateSuratAction.java,onEvent,REVIEW_REQUIRED,nama mengindikasikan data transaksi/log/internal: Temp; mempunyai aksi khusus existing,ais\database\model\TemplateSurat.java
ais.database.model.TextBerjalan,TextBerjalan,Text Berjalan,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,text_berjalan,False,ais\action\master\TextBerjalanAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TextBerjalan.java
ais.database.model.TingkatKesulitanMatakuliah,TingkatKesulitanMatakuliah,Tingkat Kesulitan Matakuliah,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tingkat_kesulitan_matakuliah,False,ais\action\master\TingkatKesulitanMatakuliahAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TingkatKesulitanMatakuliah.java
ais.database.model.Tugas,Tugas,Tugas,ais.database.model,root,ais.database.model.GeneralValueObject,True,False,,,False,ais\action\master\rab\TugasAction.java,onCreateNewRevisi|onEvent|onReloadTab,EXCLUDED_ABSTRACT,Class abstract,ais\database\model\Tugas.java
ais.database.model.TugasBelajarDosen,TugasBelajarDosen,Tugas Belajar Dosen,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tugas_belajar_dosen,False,ais\action\master\TugasBelajarDosenAction.java,onEvent|onAddExternal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TugasBelajarDosen.java
ais.database.model.TunggakanMahasiswa,TunggakanMahasiswa,Tunggakan Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,tunggakan_mahasiswa,False,ais\action\master\TunggakanMahasiswaAction.java,onTampilRekapTunggakanMahasiswa|onTampilRekapTunggakanMahasiswaDetail|onProsesUlangTunggakan|onEvent|onProsesUlangTunggakanMahasiswaBaru,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\TunggakanMahasiswa.java
ais.database.model.Ujian,Ujian,Ujian,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,ujian,False,ais\action\master\UjianAction.java,onEvent|onSertifikat|onSyaratUjianTab|onKuotaUjianTab|onAddExternal,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Ujian.java
ais.database.model.UjianPMB,UjianPMB,Ujian P M B,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,ujian_pmb,False,ais\action\master\UjianPMBAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\UjianPMB.java
ais.database.model.VerifikasiKelengkapanCalonMahasiswa,VerifikasiKelengkapanCalonMahasiswa,Verifikasi Kelengkapan Calon Mahasiswa,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,verifikasi_kelengkapan_calon_mahasiswa,False,ais\action\master\VerifikasiKelengkapanCalonMahasiswaAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\VerifikasiKelengkapanCalonMahasiswa.java
ais.database.model.VirtualAccountBank,VirtualAccountBank,Virtual Account Bank,ais.database.model,root,ais.database.model.GeneralValueObject,False,True,public,virtual_account_bank,False,ais\action\master\VirtualAccountBankAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\VirtualAccountBank.java
ais.database.model.Wisuda,Wisuda,Wisuda,ais.database.model,root,ais.database.model.VOPembelajaran,False,True,public,wisuda,False,ais\action\master\WisudaAction.java,onStatistik|onGenerateNoKursi|onPesertaWisuda|onAlbumWisuda|onAlbumProfile|onTranskipWisuda|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\Wisuda.java
ais.database.model.akunting.Akun,Akun,Akun,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,akun,False,ais\action\master\akunting\AkunAction.java,onJenisTransaksi|onBank|onEvent|onAddAkun|onReloadTree,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\Akun.java
ais.database.model.akunting.AkunArusKas,AkunArusKas,Akun Arus Kas,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,akun_arus_kas,False,ais\action\master\akunting\AkunArusKasAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\AkunArusKas.java
ais.database.model.akunting.AkunPajak,AkunPajak,Akun Pajak,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,akun_pajak,False,ais\action\master\akunting\AkunPajakAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\AkunPajak.java
ais.database.model.akunting.CaraPembayaranTransfer,CaraPembayaranTransfer,Cara Pembayaran Transfer,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,cara_pembayaran_transfer,False,ais\action\master\akunting\CaraPembayaranTransferAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\CaraPembayaranTransfer.java
ais.database.model.akunting.Closing,Closing,Closing,ais.database.model.akunting,akunting,ais.database.model.VoKunci,False,True,akunting,closing,False,ais\action\master\akunting\ClosingAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\Closing.java
ais.database.model.akunting.DaftarPengajuanTransfer,DaftarPengajuanTransfer,Daftar Pengajuan Transfer,ais.database.model.akunting,akunting,ais.database.model.sop.DataSop,False,True,akunting,daftar_pengajuan_transfer,False,ais\action\master\akunting\DaftarPengajuanTransferAction.java,onStatistik|onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\DaftarPengajuanTransfer.java
ais.database.model.akunting.DanaTalangan,DanaTalangan,Dana Talangan,ais.database.model.akunting,akunting,ais.database.model.sop.DataSop,False,True,public,dana_talangan,False,ais\action\master\akunting\DanaTalanganAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\DanaTalangan.java
ais.database.model.akunting.Devisi,Devisi,Devisi,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,devisi,False,ais\action\master\akunting\DevisiAction.java|ais\action\master\sirs\DevisiAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\Devisi.java
ais.database.model.akunting.GrupAkun,GrupAkun,Grup Akun,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,grup_akun,False,ais\action\master\akunting\GrupAkunAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\GrupAkun.java
ais.database.model.akunting.GrupTransaksi,GrupTransaksi,Grup Transaksi,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,grup_transaksi,False,ais\action\master\akunting\GrupTransaksiAction.java,onEvent|onBatalkanPostingSemua|onPostingSemua,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\GrupTransaksi.java
ais.database.model.akunting.JenisKasBesar,JenisKasBesar,Jenis Kas Besar,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,public,jenis_kas_besar,False,ais\action\master\akunting\JenisKasBesarAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\JenisKasBesar.java
ais.database.model.akunting.JenisKasKecil,JenisKasKecil,Jenis Kas Kecil,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,public,jenis_kas_kecil,False,ais\action\master\akunting\JenisKasKecilAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\JenisKasKecil.java
ais.database.model.akunting.JenisLaporan,JenisLaporan,Jenis Laporan,ais.database.model.akunting,akunting,ais.database.model.GeneralValueObject,False,True,akunting,jenis_laporan,False,ais\action\master\akunting\JenisLaporanAction.java,onEvent,REVIEW_REQUIRED,mempunyai aksi khusus existing,ais\database\model\akunting\JenisLaporan.java
